ngram,doc_id,span,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
Fan,11,Fan Ju,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,420,0,1.0,0.0,0.0,0.0,1.0,4380130941430378203,0,84,1292078113972184607,426,378,4,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Fan Ju,11,Fan Ju,0.0,0.0,2,402,0,0.0,1.0,0.0,0.0,0.0,1.0,7290638946010101875,0,99,16235386156175103506,0.0,420,0,1.0,0.0,0.0,0.0,1.0,4380130941430378203,0,84,1292078113972184607,426,378,4,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ju,11,Fan Ju,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,7290638946010101875,0,99,16235386156175103506,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553,426,378,4,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Qi,11,Qi information,0.0,0.0,1,413,0,0.0,1.0,0.0,0.0,0.0,0.0,5552516367584430480,0,91,15308085513773655218,0.0,405,0,1.0,0.0,0.0,0.0,0.0,11640825575873464194,0,99,3822385049556375858,413,378,5,0.0,0.0,0.0,0.0,0.0,9098184522612989934,0,95,15794550382381185553
Wei,11,Wei,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,8,1.0,0.0,0.0,0.0,0.0,5806713766918506457,0,95,15794550382381185553
He,11,He,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,13136985495629980461,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Fan,11,Fan Ju,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,13136985495629980461,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Fan Ju,11,Fan Ju,0.0,0.0,2,402,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,93,5595707737748328492,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,13136985495629980461,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ju,11,Fan Ju,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,93,5595707737748328492,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Cai,281,Cai Ze,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,1612167049004747283,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Cai Ze,281,Cai Ze,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Ze,281,Cai Ze,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Wealth,281,Wealth,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,1.0,0.0,0.0,0.0,0.0,11352294623881164067,0,91,15308085513773655218
Heaven,281,Heaven,0.0,0.0,1,7972625988311165362,0,0.0,1.0,0.0,0.0,0.0,0.0,11640825575873464194,0,99,17109001835818727656,0.0,413,388,1.0,0.0,0.0,0.0,0.0,14889849580704678361,0,91,783433942507015291,426,0,11,1.0,0.0,0.0,0.0,0.0,6545008694553282856,0,95,15794550382381185553
Heaven,281,Heaven,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,7437575085468336610,0,84,1292078113972184607,436,0,23,1.0,0.0,0.0,0.0,0.0,6545008694553282856,0,95,15794550382381185553
Way,281,the Way,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,412,0,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,0,27,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Cai,281,Cai Ze,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,1612167049004747283,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Cai Ze,281,Cai Ze,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Ze,281,Cai Ze,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Lord,281,Lord Shang,1.0,0.0,1,400,378,0.0,1.0,0.0,0.0,0.0,0.0,14846055117868719210,0,95,15794550382381185553,0.0,436,0,1.0,0.0,0.0,0.0,0.0,12862198875515710041,0,91,783433942507015291,400,0,2,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Lord Shang,281,Lord Shang,1.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,436,0,1.0,0.0,0.0,0.0,0.0,12862198875515710041,0,91,783433942507015291,400,0,2,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Shang,281,Lord Shang,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553,400,0,2,0.0,0.0,0.0,0.0,0.0,6316802600213942060,0,95,15794550382381185553
Qin,281,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Chu,281,Chu,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,4,1.0,0.0,0.0,0.0,0.0,4498390051516760349,0,95,15794550382381185553
Yue,281,Yue,0.0,0.0,1,7037928807040764755,0,0.0,0.0,0.0,0.0,0.0,0.0,15133719645169837349,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,5,1.0,0.0,0.0,0.0,0.0,3917600510186441241,0,95,15794550382381185553
Shuli,24,Shuli Zi,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,426,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,24,Shuli Zi,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,426,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Zi,24,Shuli Zi,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Hu,24,Hu Yan,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,9657106461113395361,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,4515088451898819699,0,95,15794550382381185553
Hu Yan,24,Hu Yan,0.0,0.0,2,397,0,0.0,1.0,0.0,0.0,0.0,1.0,2630753287402592467,0,85,164681854541413346,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,4515088451898819699,0,95,15794550382381185553
Yan,24,Hu Yan,0.0,0.0,1,397,0,0.0,1.0,0.0,0.0,0.0,1.0,2630753287402592467,0,85,164681854541413346,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,4515088451898819699,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,4515088451898819699,0,95,15794550382381185553
Pu,24,Pu,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,10291776383235011035,0,99,17109001835818727656,413,378,1,1.0,0.0,0.0,0.0,0.0,14551569143624756300,0,95,15794550382381185553
Shuli,24,Shuli Zi,0.0,0.0,1,426,386,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,386,3,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Shuli Zi,24,Shuli Zi,0.0,0.0,2,405,0,0.0,1.0,0.0,0.0,0.0,0.0,7743033266031195906,0,99,13927759927860985106,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,386,3,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
Zi,24,Shuli Zi,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,7743033266031195906,0,99,13927759927860985106,0.0,7037928807040764755,386,1.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553,426,386,3,0.0,0.0,0.0,0.0,0.0,1812804116571101063,0,95,15794550382381185553
I,24,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,6635067063807956629,0,99,16235386156175103506,0.0,404,0,1.0,0.0,0.0,0.0,0.0,14560795576765492085,0,88,17571114184892886314,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Pu,24,Pu,0.0,0.0,1,430,0,0.0,1.0,0.0,0.0,0.0,1.0,49985297707304326,0,83,10554686591937588953,0.0,407,0,1.0,0.0,0.0,0.0,0.0,9707179535890930240,0,99,14200088355797579614,413,378,3,1.0,0.0,0.0,0.0,0.0,14551569143624756300,0,95,15794550382381185553
Gan,117,Gan Mou,0.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,12553505549526367179,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,5640369432778651323,0,84,1292078113972184607,436,378,3,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Gan Mou,117,Gan Mou,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,5640369432778651323,0,84,1292078113972184607,436,378,3,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Mou,117,Gan Mou,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553,436,378,3,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Qin,117,Qin,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,6,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Qin,117,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,8,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Gan,117,Gan Mou,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,12553505549526367179,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Gan Mou,117,Gan Mou,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,9080561267329614120,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Mou,117,Gan Mou,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,9080561267329614120,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Zheng,23,Zheng Anping,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,1956362330667093516,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553
Zheng Anping,23,Zheng Anping,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,11278273783512279807,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553
Anping,23,Zheng Anping,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,11278273783512279807,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,10795587487264768256,0,95,15794550382381185553
Master,23,a Master Zhang Lu,1.0,0.0,1,7037928807040764755,378,0.0,1.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553,0.0,412,0,1.0,0.0,0.0,0.0,1.0,11901859001352538922,0,89,15267657372422890137,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Master Zhang,23,a Master Zhang Lu,1.0,0.0,2,401,378,0.0,1.0,0.0,0.0,0.0,0.0,4102985031739683372,0,95,15794550382381185553,0.0,412,0,1.0,0.0,0.0,0.0,1.0,11901859001352538922,0,89,15267657372422890137,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Master Zhang Lu,23,a Master Zhang Lu,1.0,0.0,3,426,0,0.0,1.0,0.0,0.0,0.0,1.0,3876862883474502309,0,91,4808651922106831370,0.0,412,0,1.0,0.0,0.0,0.0,1.0,11901859001352538922,0,89,15267657372422890137,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Zhang,23,a Master Zhang Lu,0.0,0.0,1,401,378,0.0,1.0,0.0,0.0,0.0,0.0,4102985031739683372,0,95,15794550382381185553,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,10195888877917791284,0,95,15794550382381185553,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Zhang Lu,23,a Master Zhang Lu,0.0,0.0,2,426,0,0.0,1.0,0.0,0.0,0.0,1.0,3876862883474502309,0,91,4808651922106831370,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,10195888877917791284,0,95,15794550382381185553,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Lu,23,a Master Zhang Lu,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,1.0,3876862883474502309,0,91,4808651922106831370,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,3937820037229916483,0,95,15794550382381185553,401,0,2,0.0,0.0,0.0,0.0,0.0,11901859001352538922,0,89,15267657372422890137
Ji,113,Ji Zi,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,378,0,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
Ji Zi,113,Ji Zi,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,378,0,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
Zi,113,Ji Zi,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
Jieyu,113,Jieyu,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,16929211676819693673,0,99,17109001835818727656,0.0,404,0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,407,378,1,1.0,0.0,0.0,0.0,0.0,10852599469297948704,0,95,15794550382381185553
Ji,113,Ji Zi 's actions,0.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,7763783676986730962,0,95,15794550382381185553,0.0,435,0,1.0,0.0,0.0,0.0,0.0,16683695149176076319,0,99,1534113631682161808,413,378,10,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
Ji Zi,113,Ji Zi 's actions,0.0,0.0,2,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,435,0,1.0,0.0,0.0,0.0,0.0,16683695149176076319,0,99,1534113631682161808,413,378,10,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
Zi,113,Ji Zi 's actions,0.0,0.0,1,8110129090154140942,378,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553,413,378,10,0.0,0.0,0.0,0.0,0.0,12731887323553496709,0,95,15794550382381185553
I,113,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,7494117911267222209,0,99,16235386156175103506,0.0,413,0,1.0,0.0,0.0,0.0,0.0,15659840250438241175,0,91,783433942507015291,426,0,11,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
I,113,I,0.0,0.0,1,7972625988311165362,0,0.0,1.0,0.0,0.0,0.0,0.0,14567099853278557716,0,99,9188597074677201817,0.0,413,0,1.0,0.0,0.0,0.0,1.0,685434301945620124,0,91,4808651922106831370,426,0,14,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
My,113,My only fear,0.0,0.0,1,399,0,0.0,1.0,0.0,0.0,0.0,1.0,13398675276606405380,0,83,10554686591937588953,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,83,4062917326063685704
I,113,I,0.0,0.0,1,403,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,9188597074677201817,0.0,420,0,1.0,0.0,0.0,0.0,1.0,13428508259213873547,0,84,1292078113972184607,427,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
I,113,I,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,13082476864636363406,0,99,17109001835818727656,0.0,420,0,1.0,0.0,0.0,0.0,1.0,4380130941430378203,0,84,1292078113972184607,426,0,4,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Qin,113,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,9,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Duke,226,Duke Mu 's twenty - third year,1.0,0.0,1,437,0,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,226,Duke Mu 's twenty - third year,1.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,226,Duke Mu 's twenty - third year,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke,226,Duke Hui,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,5331291120196474153,0,95,15794550382381185553,0.0,436,388,1.0,0.0,0.0,0.0,0.0,14889849580704678361,0,91,15308085513773655218,426,378,1,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Hui,226,Duke Hui,1.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,436,388,1.0,0.0,0.0,0.0,0.0,14889849580704678361,0,91,15308085513773655218,426,378,1,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Hui,226,Duke Hui,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,378,1,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Jin,226,Jin,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,3573116604670608395,0,99,17109001835818727656,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,2,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Yu,226,Yu,0.0,0.0,1,403,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,17109001835818727656,0.0,427,0,1.0,0.0,0.0,0.0,0.0,2555790282192608669,0,91,15308085513773655218,400,378,4,1.0,0.0,0.0,0.0,0.0,9050919541027866980,0,95,15794550382381185553
Duke,226,Duke Mu,1.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,226,Duke Mu,1.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,226,Duke Mu,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Qin,226,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,1,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Yu,226,Yu,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,11667289587015813222,0,84,1292078113972184607,436,378,2,1.0,0.0,0.0,0.0,0.0,9050919541027866980,0,95,15794550382381185553
Chonger,226,Chonger,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,93,5595707737748328492,0.0,413,0,1.0,0.0,0.0,0.0,0.0,2555790282192608669,0,91,15308085513773655218,400,0,4,1.0,0.0,0.0,0.0,0.0,15818779934210182996,0,95,15794550382381185553
Qin,226,Qin,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,7831658034963690409,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,5,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
