ngram,doc_id,span,has_prefix,has_quote_s,length,next_dep,next_ent_type,next_has_quote_s,next_is_alpha,next_is_punct,next_is_quote,next_is_space,next_is_stop,next_lemma,next_lex_id,next_pos,next_tag,pre_has_prefix,prev_dep,prev_ent_type,prev_is_alpha,prev_is_punct,prev_is_quote,prev_is_space,prev_is_stop,prev_lemma,prev_lex_id,prev_pos,prev_tag,span_dep,span_ent_type,span_id,span_is_alpha,span_is_punct,span_is_quote,span_is_space,span_is_stop,span_lemma,span_lex_id,span_pos,span_tag
Dog Hill,73,Dog Hill,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,383,3,0.0,0.0,0.0,0.0,0.0,7562983679033046312,0,95,15794550382381185553
Hill,73,Dog Hill,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,383,1.0,0.0,0.0,0.0,0.0,7562983679033046312,0,95,15794550382381185553,436,383,3,0.0,0.0,0.0,0.0,0.0,7562983679033046312,0,95,15794550382381185553
Duke,112,rule Duke Wen,1.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,4001829076959297198,0,95,15794550382381185553,0.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,476976212483144045,0,91,15308085513773655218,436,0,1,0.0,0.0,0.0,0.0,0.0,476976212483144045,0,91,15308085513773655218
Duke Wen,112,rule Duke Wen,1.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,3573116604670608395,0,99,17109001835818727656,0.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,476976212483144045,0,91,15308085513773655218,436,0,1,0.0,0.0,0.0,0.0,0.0,476976212483144045,0,91,15308085513773655218
Wen,112,rule Duke Wen,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,3573116604670608395,0,99,17109001835818727656,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,436,0,1,0.0,0.0,0.0,0.0,0.0,476976212483144045,0,91,15308085513773655218
Western,112,the Western Mountain,0.0,0.0,1,436,383,0.0,1.0,0.0,0.0,0.0,0.0,3730195523052730522,0,95,15794550382381185553,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,2,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Western Mountain,112,the Western Mountain,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,412,383,1.0,0.0,0.0,0.0,1.0,7425985699627899538,0,89,15267657372422890137,436,383,2,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Mountain,112,the Western Mountain,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,383,1.0,0.0,0.0,0.0,0.0,10555827227230857786,0,95,15794550382381185553,436,383,2,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Duke,112,Duke Jing 's son,1.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,12923608006290613881,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,427,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Jing,112,Duke Jing 's son,1.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,427,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Jing,112,Duke Jing 's son,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,427,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke,112,Duke Ning,1.0,0.0,1,436,378,0.0,1.0,0.0,0.0,0.0,0.0,4340385421422220503,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,7437575085468336610,0,84,1292078113972184607,436,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Ning,112,Duke Ning,1.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,7437575085468336610,0,84,1292078113972184607,436,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Ning,112,Duke Ning,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,436,378,2,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Cai,260,Cai Ze,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,1612167049004747283,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Cai Ze,260,Cai Ze,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Ze,260,Cai Ze,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,10382539506755952630,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,2608998410074175345,0,95,15794550382381185553
Yan,260,Yan,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,9657106461113395361,0,95,15794550382381185553
He,260,He,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,9016120516514741834,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
He,260,He,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,203487227105936704,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Tang,260,Tang Ju,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,203487227105936704,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553
Tang Ju,260,Tang Ju,0.0,0.0,2,402,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,93,5595707737748328492,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,203487227105936704,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553
Ju,260,Tang Ju,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,93,5595707737748328492,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553,413,378,1,0.0,0.0,0.0,0.0,0.0,4768455683095615333,0,95,15794550382381185553
I,260,I,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,16158783587822825203,0,99,9188597074677201817,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,4,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Li,260,Li Dui,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,4281733038667565154,0,95,15794550382381185553,0.0,405,0,1.0,0.0,0.0,0.0,0.0,981084159343230821,0,99,17109001835818727656,413,378,6,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Li Dui,260,Li Dui,0.0,0.0,2,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,405,0,1.0,0.0,0.0,0.0,0.0,981084159343230821,0,99,17109001835818727656,413,378,6,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Dui,260,Li Dui,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553,413,378,6,0.0,0.0,0.0,0.0,0.0,7571453172128092820,0,95,15794550382381185553
Duke,76,Duke Zhuang,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,5929456468329207955,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Zhuang,76,Duke Zhuang,1.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Zhuang,76,Duke Zhuang,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,17109001835818727656,1.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Shifu,76,Shifu,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,381,0,1.0,0.0,0.0,0.0,0.0,11231422034171243800,0,95,15794550382381185553
The,76,The Rong,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,5590772013854387968,0,95,15794550382381185553,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
The Rong,76,The Rong,0.0,0.0,2,405,0,0.0,1.0,0.0,0.0,0.0,0.0,3883960749573218104,0,99,17109001835818727656,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,1,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Rong,76,The Rong,0.0,0.0,1,405,0,0.0,1.0,0.0,0.0,0.0,0.0,3883960749573218104,0,99,17109001835818727656,0.0,412,0,1.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137,426,0,1,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Qin,76,Qin Zhong,0.0,0.0,1,400,378,0.0,1.0,0.0,0.0,0.0,0.0,8605206886949496001,0,95,15794550382381185553,0.0,413,0,1.0,0.0,0.0,0.0,0.0,18355009059366567485,0,91,15308085513773655218,400,378,3,0.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Qin Zhong,76,Qin Zhong,0.0,0.0,2,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,413,0,1.0,0.0,0.0,0.0,0.0,18355009059366567485,0,91,15308085513773655218,400,378,3,0.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Zhong,76,Qin Zhong,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553,400,378,3,0.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
I,76,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,9188597074677201817,0.0,420,0,1.0,0.0,0.0,0.0,0.0,2906777282977359384,0,84,1292078113972184607,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
The,162,The marquis,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,8842154077372664798,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Gan,162,Gan Luo,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,2104293440104604674,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Gan Luo,162,Gan Luo,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
Luo,162,Gan Luo,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,14220849248644809038,0,95,15794550382381185553
The,274,The Rong and Yi people,0.0,0.0,1,423,386,0.0,1.0,0.0,0.0,0.0,0.0,5590772013854387968,0,95,15794550382381185553,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,386,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
The Rong,274,The Rong and Yi people,0.0,0.0,2,404,386,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,386,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Rong,274,The Rong and Yi people,0.0,0.0,1,404,386,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,412,386,1.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137,426,386,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Yi,274,The Rong and Yi people,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,7593739049417968140,0,91,783433942507015291,0.0,404,386,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,426,386,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Superiors,274,Superiors,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,18064169627558009102,0,99,9188597074677201817,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,1.0,0.0,0.0,0.0,0.0,9559326288029122078,0,91,783433942507015291
No,274,No one,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,1.0,17454115351911680600,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,13055779130471031426,0,89,15267657372422890137
Duke,274,Duke Mu,1.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,274,Duke Mu,1.0,0.0,2,396,0,0.0,1.0,0.0,0.0,0.0,0.0,16686495386067661125,0,99,17109001835818727656,0.0,397,0,1.0,0.0,0.0,0.0,0.0,15807309897752499399,0,85,17524233984504158541,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,274,Duke Mu,0.0,0.0,1,396,0,0.0,1.0,0.0,0.0,0.0,0.0,16686495386067661125,0,99,17109001835818727656,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,426,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Liao,274,Liao,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,413,0,1.0,0.0,0.0,0.0,0.0,11949542342668510412,0,91,15308085513773655218,400,378,4,1.0,0.0,0.0,0.0,0.0,14106043245720517012,0,95,15794550382381185553
I,274,I,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,14692702688101715474,0,99,9188597074677201817,0.0,442,0,0.0,1.0,1.0,0.0,0.0,15884554869126768810,0,96,4969857429396651903,426,0,5,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
You,274,You Yu,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,9050919541027866980,0,95,15794550382381185553,0.0,426,0,1.0,0.0,0.0,0.0,0.0,3104811030673030468,0,91,15308085513773655218,426,378,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
You Yu,274,You Yu,0.0,0.0,2,402,0,0.0,1.0,0.0,0.0,0.0,1.0,7494117911267222209,0,99,16235386156175103506,0.0,426,0,1.0,0.0,0.0,0.0,0.0,3104811030673030468,0,91,15308085513773655218,426,378,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Yu,274,You Yu,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,7494117911267222209,0,99,16235386156175103506,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788,426,378,1,0.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
What,274,What,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,10292920167869855674,0,99,16235386156175103506,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,413,0,0,1.0,0.0,0.0,0.0,0.0,5865838185239622912,0,91,4808651922106831370
I,274,I,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,1.0,2158845516055552166,0,99,14200088355797579614,0.0,402,0,1.0,0.0,0.0,0.0,1.0,10292920167869855674,0,99,16235386156175103506,426,0,1,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
Qin,152,Qin,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8908213651389553140,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Fan,152,Fan Ju,0.0,0.0,1,413,378,0.0,1.0,0.0,0.0,0.0,0.0,12131576118151215659,0,95,15794550382381185553,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,8908213651389553140,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Fan Ju,152,Fan Ju,0.0,0.0,2,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,0.0,8206900633647566924,0,1.0,0.0,0.0,0.0,0.0,8908213651389553140,0,99,17109001835818727656,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ju,152,Fan Ju,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553,413,378,1,0.0,0.0,0.0,0.0,0.0,9836875835655631250,0,95,15794550382381185553
Ying,152,Ying,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,2593208677638477497,0,96,2593208677638477497,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,3,1.0,0.0,0.0,0.0,0.0,10233004350690758097,0,95,15794550382381185553
Ying,152,Ying,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,7,1.0,0.0,0.0,0.0,0.0,10233004350690758097,0,95,15794550382381185553
The,152,The time,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,8885804376230376864,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
King,152,King Zhaoxiang 's reign,1.0,0.0,1,437,378,0.0,1.0,0.0,0.0,0.0,0.0,9417581523617412420,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,0,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
King Zhaoxiang,152,King Zhaoxiang 's reign,1.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,0,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Zhaoxiang,152,King Zhaoxiang 's reign,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553,436,0,2,0.0,0.0,0.0,0.0,0.0,7464393751932445219,0,95,15794550382381185553
Duke,196,Duke Mu 's fourteenth year,1.0,0.0,1,437,0,0.0,1.0,0.0,0.0,0.0,0.0,14665303702414098656,0,95,15794550382381185553,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Duke Mu,196,Duke Mu 's fourteenth year,1.0,0.0,2,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,0.0,440,0,1.0,0.0,0.0,0.0,0.0,3002984154512732771,0,84,1292078113972184607,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Mu,196,Duke Mu 's fourteenth year,0.0,0.0,1,8110129090154140942,0,1.0,0.0,0.0,0.0,0.0,0.0,16428057658620181782,0,93,74,1.0,7037928807040764755,0,1.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553,436,0,0,0.0,0.0,0.0,0.0,0.0,16883499373028730966,0,95,15794550382381185553
Qin,196,Qin,0.0,0.0,1,404,0,0.0,1.0,0.0,0.0,0.0,1.0,2283656566040971221,0,88,17571114184892886314,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3002984154512732771,0,84,1292078113972184607,436,378,2,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
Jin,196,Jin,0.0,0.0,1,440,0,0.0,1.0,0.0,0.0,0.0,1.0,16037325823156266367,0,84,1292078113972184607,0.0,440,0,1.0,0.0,0.0,0.0,1.0,3791531372978436496,0,84,1292078113972184607,436,378,5,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
The,196,The ruler,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,18205181805348499458,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Jin,196,Jin,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,2091227070260480486,0,99,17109001835818727656,0.0,440,0,1.0,0.0,0.0,0.0,1.0,886050111519832510,0,84,1292078113972184607,436,378,1,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553
Guo,196,Guo Shi,0.0,0.0,1,426,378,0.0,1.0,0.0,0.0,0.0,0.0,10480906772504197575,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2176228942656802567,0,95,15794550382381185553
Guo Shi,196,Guo Shi,0.0,0.0,2,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,378,0,0.0,0.0,0.0,0.0,0.0,2176228942656802567,0,95,15794550382381185553
Shi,196,Guo Shi,0.0,0.0,1,8206900633647566924,0,0.0,1.0,0.0,0.0,0.0,0.0,8685289367999165211,0,99,17109001835818727656,0.0,7037928807040764755,378,1.0,0.0,0.0,0.0,0.0,2176228942656802567,0,95,15794550382381185553,426,378,0,0.0,0.0,0.0,0.0,0.0,2176228942656802567,0,95,15794550382381185553
Qin,196,Qin,0.0,0.0,1,442,0,0.0,0.0,1.0,0.0,0.0,0.0,12646065887601541794,0,96,12646065887601541794,0.0,407,0,1.0,0.0,0.0,0.0,0.0,9652614884489271923,0,99,14200088355797579614,436,378,2,1.0,0.0,0.0,0.0,0.0,11615090310102915393,0,95,15794550382381185553
You,196,You,0.0,0.0,1,402,0,0.0,1.0,0.0,0.0,0.0,1.0,6635067063807956629,0,99,16235386156175103506,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,1.0,0.0,0.0,0.0,0.0,561228191312463089,0,94,13656873538139661788
The,196,The Jin ruler,0.0,0.0,1,7037928807040764755,378,0.0,1.0,0.0,0.0,0.0,0.0,3146064798170139065,0,95,15794550382381185553,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
The Jin,196,The Jin ruler,0.0,0.0,2,426,0,0.0,1.0,0.0,0.0,0.0,0.0,18205181805348499458,0,91,15308085513773655218,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
Jin,196,The Jin ruler,0.0,0.0,1,426,0,0.0,1.0,0.0,0.0,0.0,0.0,18205181805348499458,0,91,15308085513773655218,0.0,412,0,1.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137,426,0,0,0.0,0.0,0.0,0.0,0.0,7425985699627899538,0,89,15267657372422890137
